allele,gene_family,whitelisted_taxa,product_name,scope,type,subtype,class_new,subclass_new,refseq_protein_accession,refseq_nucleotide_accession,curated_refseq_start,genbank_protein_accession,genbank_nucleotide_accession,genbank_strand,genbank_start,genbank_stop,refseq_strand,refseq_start,refseq_stop,pubmed_reference,blacklisted_taxa,synonyms,hierarchy_node,db_version,mut_acc,key,enhanced_class,enhanced_subclass,Status,Previous_class,Previous_subclass,NS Changes,NS comments
,stxA2,,Shiga toxin Stx2b subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2b,WP_086218374.1,,No,CAC48396.1,AJ313015.1,+,77,1036,,,,,,,stxA2b,2026-03-24.1,__,WP_086218374.1,Virulence,Stxa2b,existing,,,,
,stxA2,,Shiga toxin Stx2b subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2b,WP_263305297.1,,No,ABR10024.1,EF441616.1,+,1,954,,,,,,,stxA2b,2026-03-24.1,__,WP_263305297.1,Virulence,Stxa2b,existing,,,,
,stxA2,,Shiga toxin Stx2b subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2b,WP_263305202.1,,No,AAA16360.1,L11078.1,+,177,1136,,,,,,,stxA2b,2026-03-24.1,__,WP_263305202.1,Virulence,Stxa2b,existing,,,,
,stxA2,,Shiga toxin Stx2b subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2b,WP_194901188.1,,No,QZL10988.1,MZ229607.1,+,1,960,,,,,,,stxA2b,2026-03-24.1,__,WP_194901188.1,Virulence,Stxa2b,existing,,,,
,stxA2,,Shiga toxin Stx2b subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2b,WP_001385762.1,,No,CAA46767.1,X65949.1,+,576,1535,,,,,,,stxA2b,2026-03-24.1,__,WP_001385762.1,Virulence,Stxa2b,existing,,,,
,stxA2,,Shiga toxin Stx2c subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2c,WP_263305331.1,,No,BAB68369.1,AB071845.1,+,2871,3830,,,,,,,stxA2c,2026-03-24.1,__,WP_263305331.1,Virulence,Stxa2c,existing,,,,
,stxA2,,Shiga toxin Stx2c subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2c,WP_263305224.1,,No,AAG01033.1,AF291819.1,+,29,988,,,,,,,stxA2c,2026-03-24.1,__,WP_263305224.1,Virulence,Stxa2c,existing,,,,
,stxA2,,Shiga toxin Stx2c subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2c,,,No,AAS07578.1,AY443043.1,+,1,960,,,,,,,stxA2c,2026-03-24.1,__,AAS07578.1,Virulence,Stxa2c,existing,,,,
,stxA2,,Shiga toxin Stx2c subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2c,,,No,AAS07580.1,AY443044.1,+,123,1082,,,,,,,stxA2c,2026-03-24.1,__,AAS07580.1,Virulence,Stxa2c,existing,,,,
,stxA2,,Shiga toxin Stx2c subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2c,WP_263305247.1,,No,AAS07590.1,AY443049.1,+,1,960,,,,,,,stxA2c,2026-03-24.1,__,WP_263305247.1,Virulence,Stxa2c,existing,,,,
,stxA2,,Shiga toxin Stx2c subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2c,WP_263305255.1,,No,AAT65972.1,AY633453.1,+,1,960,,,,,,,stxA2c,2026-03-24.1,__,WP_263305255.1,Virulence,Stxa2c,existing,,,,
,stxA2,,Shiga toxin Stx2c subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2c,WP_263305256.1,,No,AAT66000.1,AY633467.1,+,1,960,,,,,,,stxA2c,2026-03-24.1,__,WP_263305256.1,Virulence,Stxa2c,existing,,,,
,stxA2,,Shiga toxin Stx2c subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2c,WP_263305259.1,,No,AAT66012.1,AY633473.1,+,1,960,,,,,,,stxA2c,2026-03-24.1,__,WP_263305259.1,Virulence,Stxa2c,existing,,,,
,stxA2,,Shiga toxin Stx2c subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2c,WP_263305262.1,,No,AAU88208.1,AY739670.1,+,1,960,,,,,,,stxA2c,2026-03-24.1,__,WP_263305262.1,Virulence,Stxa2c,existing,,,,
,stxA2,,Shiga toxin Stx2c subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2c,WP_137548289.1,,No,GDQ67229.1,BGDW01000072.1,-,1286,2245,,,,,,,stxA2c,2026-03-24.1,__,WP_137548289.1,Virulence,Stxa2c,existing,,,,
,stxA2,,Shiga toxin Stx2c subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2c,WP_137562114.1,,No,GDR79703.1,BGGH01000007.1,-,3323,4282,,,,,,,stxA2c,2026-03-24.1,__,WP_137562114.1,Virulence,Stxa2c,existing,,,,
,stxA2,,Shiga toxin Stx2c subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2c,WP_194877395.1,,No,ABB36584.1,DQ235774.1,+,1,960,,,,,,,stxA2c,2026-03-24.1,__,WP_194877395.1,Virulence,Stxa2c,existing,,,,
,stxA2,,Shiga toxin Stx2c subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2c,WP_062873014.1,,No,CAX45746.1,FM998860.1,+,1,960,,,,,,,stxA2c,2026-03-24.1,__,WP_062873014.1,Virulence,Stxa2c,existing,,,,
,stxA2,,Shiga toxin Stx2c subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2c,WP_263305203.1,,No,AAA16362.1,L11079.1,+,177,1136,,,,,,,stxA2c,2026-03-24.1,__,WP_263305203.1,Virulence,Stxa2c,existing,,,,
,stxA2,,Shiga toxin Stx2c subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2c,WP_050867595.1,,No,KNG05165.1,LGZW01000080.1,+,566,1525,,,,,,,stxA2c,2026-03-24.1,__,WP_050867595.1,Virulence,Stxa2c,existing,,,,
,stxA2,,Shiga toxin Stx2c subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2c,WP_158180516.1,,No,KAE9951533.1,WSHT01000077.1,-,1157,2116,,,,,,,stxA2c,2026-03-24.1,__,WP_158180516.1,Virulence,Stxa2c,existing,,,,
,stxA2,,Shiga toxin Stx2d subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2d,WP_263305228.1,,No,AAK66972.1,AF329817.1,+,35,994,,,,,,,stxA2d,2026-03-24.1,__,WP_263305228.1,Virulence,Stxa2d,existing,,,,
,stxA2,,Shiga toxin Stx2d subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2d,WP_001376437.1,,No,AAM88302.1,AF479828.1,+,4291,5250,,,,,,,stxA2d,2026-03-24.1,__,WP_001376437.1,Virulence,Stxa2d,existing,,,,
,stxA2,,Shiga toxin Stx2d subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2d,WP_000649750.1,,No,AAN77057.1,AF500189.1,+,169,1128,,,,,,,stxA2d,2026-03-24.1,__,WP_000649750.1,Virulence,Stxa2d,existing,,,,
,stxA2,,Shiga toxin Stx2d subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2d,WP_137560824.1,,No,AAN77061.1,AF500191.1,+,168,1127,,,,,,,stxA2d,2026-03-24.1,__,WP_137560824.1,Virulence,Stxa2d,existing,,,,
,stxA2,,Shiga toxin Stx2d subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2d,WP_033801441.1,,No,AAN77063.1,AF500192.1,+,168,1127,,,,,,,stxA2d,2026-03-24.1,__,WP_033801441.1,Virulence,Stxa2d,existing,,,,
,stxA2,,Shiga toxin Stx2d subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2d,WP_263305245.1,,No,AAS07586.1,AY443047.1,+,1,960,,,,,,,stxA2d,2026-03-24.1,__,WP_263305245.1,Virulence,Stxa2d,existing,,,,
,stxA2,,Shiga toxin Stx2d subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2d,WP_263305246.1,,No,AAS07588.1,AY443048.1,+,116,1075,,,,,,,stxA2d,2026-03-24.1,__,WP_263305246.1,Virulence,Stxa2d,existing,,,,
,stxA2,,Shiga toxin Stx2d subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2d,WP_001376934.1,,No,AAY63864.1,DQ059012.1,+,1,960,,,,,,,stxA2d,2026-03-24.1,__,WP_001376934.1,Virulence,Stxa2d,existing,,,,
,stxA2,,Shiga toxin Stx2d subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2d,WP_263305293.1,,No,ABR09936.1,EF441605.1,+,1,960,,,,,,,stxA2d,2026-03-24.1,__,WP_263305293.1,Virulence,Stxa2d,existing,,,,
,stxA2,,Shiga toxin Stx2d subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2d,WP_263305394.1,,No,CAX45706.1,FM998840.1,+,1,960,,,,,,,stxA2d,2026-03-24.1,__,WP_263305394.1,Virulence,Stxa2d,existing,,,,
,stxA2,,Shiga toxin Stx2d subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2d,WP_263305356.1,,No,CAA43585.1,X61283.1,+,164,1123,,,,,,,stxA2d,2026-03-24.1,__,WP_263305356.1,Virulence,Stxa2d,existing,,,,
,stxA2,,Shiga toxin Stx2e subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2e,WP_015967631.1,,No,CAB77169.2,AJ249351.2,+,3364,4323,,,,,,,stxA2e,2026-03-24.1,__,WP_015967631.1,Virulence,Stxa2e,existing,,,,
,stxA2,,Shiga toxin Stx2e subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2e,WP_064578939.1,,No,CAC48398.1,AJ313016.1,+,227,1186,,,,,,,stxA2e,2026-03-24.1,__,WP_064578939.1,Virulence,Stxa2e,existing,,,,
,stxA2,,Shiga toxin Stx2e subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2e,WP_263305238.1,,No,AAQ17546.1,AY332411.1,+,55,1014,,,,,,,stxA2e,2026-03-24.1,__,WP_263305238.1,Virulence,Stxa2e,existing,,,,
,stxA2,,Shiga toxin Stx2e subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2e,WP_263305393.1,,No,CAX45702.1,FM998838.1,+,1,960,,,,,,,stxA2e,2026-03-24.1,__,WP_263305393.1,Virulence,Stxa2e,existing,,,,
,stxA2,,Shiga toxin Stx2e subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2e,WP_263305395.1,,No,CAX45714.1,FM998844.1,+,1,960,,,,,,,stxA2e,2026-03-24.1,__,WP_263305395.1,Virulence,Stxa2e,existing,,,,
,stxA2,,Shiga toxin Stx2e subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2e,WP_062887088.1,,No,CAX45718.1,FM998846.1,+,1,960,,,,,,,stxA2e,2026-03-24.1,__,WP_062887088.1,Virulence,Stxa2e,existing,,,,
,stxA2,,Shiga toxin Stx2e subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2e,WP_263305397.1,,No,CAX51714.1,FN182286.1,+,1,960,,,,,,,stxA2e,2026-03-24.1,__,WP_263305397.1,Virulence,Stxa2e,existing,,,,
,stxA2,,Shiga toxin Stx2e subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2e,WP_001372428.1,,No,AAA19189.1,M21534.1,+,242,1201,,,,,,,stxA2e,2026-03-24.1,__,WP_001372428.1,Virulence,Stxa2e,existing,,,,
,stxA2,,Shiga toxin Stx2e subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2e,WP_263305217.1,,No,AAC45964.1,U72191.1,+,25,984,,,,,,,stxA2e,2026-03-24.1,__,WP_263305217.1,Virulence,Stxa2e,existing,,,,
,stxA2,,Shiga toxin Stx2e subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2e,WP_263305359.1,,No,CAA57171.1,X81415.1,+,1,960,,,,,,,stxA2e,2026-03-24.1,__,WP_263305359.1,Virulence,Stxa2e,existing,,,,
,stxA2,,Shiga toxin Stx2e subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2e,WP_263305360.1,,No,CAA57173.1,X81416.1,+,1,960,,,,,,,stxA2e,2026-03-24.1,__,WP_263305360.1,Virulence,Stxa2e,existing,,,,
,stxA2,,Shiga toxin Stx2e subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2e,WP_263305361.1,,No,CAA57175.1,X81417.1,+,1,960,,,,,,,stxA2e,2026-03-24.1,__,WP_263305361.1,Virulence,Stxa2e,existing,,,,
,stxA2,,Shiga toxin Stx2e subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2e,WP_263305362.1,,No,CAA57177.1,X81418.1,+,1,960,,,,,,,stxA2e,2026-03-24.1,__,WP_263305362.1,Virulence,Stxa2e,existing,,,,
,stxA2,,Shiga toxin Stx2f subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2f,WP_059255901.1,,No,BAH86759.1,AB472687.1,+,1,960,,,,,,,stxA2f,2026-03-24.1,__,WP_059255901.1,Virulence,Stxa2f,existing,,,,
,stxA2,,Shiga toxin Stx2f subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2f,WP_062860140.1,,No,CAB64953.1,AJ010730.1,+,68,1027,,,,,,,stxA2f,2026-03-24.1,__,WP_062860140.1,Virulence,Stxa2f,existing,,,,
,stxA2,,Shiga toxin Stx2f subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2f,WP_086259014.1,,No,AAA24632.1,M29153.1,+,254,1213,,,,,,,stxA2f,2026-03-24.1,__,WP_086259014.1,Virulence,Stxa2f,existing,,,,
,stxA2,,Shiga toxin Stx2g subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2g,WP_065227455.1,,No,BAB83002.1,AB048227.1,+,1,960,,,,,,,stxA2g,2026-03-24.1,__,WP_065227455.1,Virulence,Stxa2g,existing,,,,
,stxA2,,Shiga toxin Stx2g subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2g,WP_263305337.1,,No,BAB83020.1,AB048236.1,+,1,960,,,,,,,stxA2g,2026-03-24.1,__,WP_263305337.1,Virulence,Stxa2g,existing,,,,
,stxA2,,Shiga toxin Stx2g subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2g,WP_001364489.1,,No,CAI91198.1,AJ966783.1,+,408,1367,,,,,,,stxA2g,2026-03-24.1,__,WP_001364489.1,Virulence,Stxa2g,existing,,,,
,stxA2,,Shiga toxin Stx2g subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2g,WP_001360677.1,,No,AAP37403.1,AY286000.1,+,191,1150,,,,,,,stxA2g,2026-03-24.1,__,WP_001360677.1,Virulence,Stxa2g,existing,,,,
,stxA2,,Shiga toxin Stx2h subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2h,WP_101973812.1,,No,AUM09788.1,CP022279.1,-,4122805,4123764,,,,,,,stxA2h,2026-03-24.1,__,WP_101973812.1,Virulence,Stxa2h,existing,,,,
,stxA2,,Shiga toxin Stx2i subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2i,,,No,CAX53241.1,FN252457.1,+,234,1193,,,,,,,stxA2i,2026-03-24.1,__,CAX53241.1,Virulence,Stxa2i,existing,,,,
,stxA2,,Shiga toxin Stx2j subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2j,,,No,EES5259043.1,AARDFE010000017.1,-,38498,39448,,,,,,,stxA2j,2026-03-24.1,__,EES5259043.1,Virulence,Stxa2j,existing,,,,
,stxA2,,Shiga toxin Stx2j subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2j,,,No,EFA5701809.1,AASBEA010000053.1,+,4714,5664,,,,,,,stxA2j,2026-03-24.1,__,EFA5701809.1,Virulence,Stxa2j,existing,,,,
,stxA2,,Shiga toxin Stx2j subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2j,,,No,EFE9806287.1,AASOQD010000025.1,-,991,1941,,,,,,,stxA2j,2026-03-24.1,__,EFE9806287.1,Virulence,Stxa2j,existing,,,,
,stxA2,,Shiga toxin Stx2j subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2j,,,No,EMA1832120.1,AATFJO020000039.1,+,18851,19801,,,,,,,stxA2j,2026-03-24.1,__,EMA1832120.1,Virulence,Stxa2j,existing,,,,
,stxA2,,Shiga toxin Stx2j subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2j,WP_216781502.1,,No,QZN05543.1,MZ571121.1,+,300,1250,,,,,,,stxA2j,2026-03-24.1,__,WP_216781502.1,Virulence,Stxa2j,existing,,,,
,stxA2,,Shiga toxin Stx2j subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2j,,,No,EED0303792.1,RUOX02000009.1,+,116366,117316,,,,,,,stxA2j,2026-03-24.1,__,EED0303792.1,Virulence,Stxa2j,existing,,,,
,stxA2,,Shiga toxin Stx2k subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2k,WP_097449975.1,,No,QHR28667.1,CP041435.1,-,4498672,4499631,,,,,,,stxA2k,2026-03-24.1,__,WP_097449975.1,Virulence,Stxa2k,existing,,,,
,stxA2,,Shiga toxin Stx2k subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2k,WP_096129429.1,,No,AGB13719.2,KC339670.2,+,1,960,,,,,,,stxA2k,2026-03-24.1,__,WP_096129429.1,Virulence,Stxa2k,existing,,,,
,stxA2,,Shiga toxin Stx2l subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2l,WP_263305389.1,,No,CAP17609.1,AM904726.1,+,87,1046,,,,,,,stxA2l,2026-03-24.1,__,WP_263305389.1,Virulence,Stxa2l,existing,,,,
,stxA2,,Shiga toxin Stx2m subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2m,,,No,EET7735230.1,AARGRV010000082.1,+,891,1850,,,,,,,stxA2m,2026-03-24.1,__,EET7735230.1,Virulence,Stxa2m,existing,,,,
,stxA2,,Shiga toxin Stx2n subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2n,WP_097758913.1,,No,WAK53220.1,CP113092.1,-,2950088,2951029,,,,,,,stxA2n,2026-03-24.1,__,WP_097758913.1,Virulence,Stxa2n,existing,,,,
,stxA2,,Shiga toxin Stx2o subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2o,,,No,WAK52085.1,CP113091.1,+,2085533,2086492,,,,,,,stxA2o,2026-03-24.1,__,WAK52085.1,Virulence,Stxa2o,existing,,,,
,stxA2,,Shiga toxin Stx2o subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2o,WP_044869874.1,,No,QZL10982.1,MZ229604.1,+,1,960,,,,,,,stxA2o,2026-03-24.1,__,WP_044869874.1,Virulence,Stxa2o,existing,,,,
,stxB1,,Shiga toxin Stx1a subunit B,plus,VIRULENCE,VIRULENCE,STX1,stxB1a,WP_263305342.1,,No,BAC10988.1,AB071620.1,+,1,270,,,,,,,stxB1a,2026-03-24.1,__,WP_263305342.1,Virulence,Stxb1a,existing,,,,
,stxB1,,Shiga toxin Stx1a subunit B,plus,VIRULENCE,VIRULENCE,STX1,stxB1a,WP_050936707.1,,No,BAC78640.1,AB083044.1,+,958,1227,,,,,,,stxB1a,2026-03-24.1,__,WP_050936707.1,Virulence,Stxb1a,existing,,,,
,stxB1,,Shiga toxin Stx1a subunit B,plus,VIRULENCE,VIRULENCE,STX1,stxB1a,WP_000752026.1,,No,AAA71894.1,L04539.1,+,4144,4413,,,,,,,stxB1a,2026-03-24.1,__,WP_000752026.1,Virulence,Stxb1a,existing,,,,
,stxB1,,Shiga toxin Stx1c subunit B,plus,VIRULENCE,VIRULENCE,STX1,stxB1c,WP_263305339.1,,No,BAB83023.1,AB048237.1,+,959,1228,,,,,,,stxB1c,2026-03-24.1,__,WP_263305339.1,Virulence,Stxb1c,existing,,,,
,stxB1,,Shiga toxin Stx1c subunit B,plus,VIRULENCE,VIRULENCE,STX1,stxB1c,,,No,BAC10990.1,AB071622.1,+,1,270,,,,,,,stxB1c,2026-03-24.1,__,BAC10990.1,Virulence,Stxb1c,existing,,,,
,stxB1,,Shiga toxin Stx1c subunit B,plus,VIRULENCE,VIRULENCE,STX1,stxB1c,WP_263305343.1,,No,BAC10992.1,AB071624.1,+,1,270,,,,,,,stxB1c,2026-03-24.1,__,WP_263305343.1,Virulence,Stxb1c,existing,,,,
,stxB1,,Shiga toxin Stx1c subunit B,plus,VIRULENCE,VIRULENCE,STX1,stxB1c,WP_000722253.1,,No,CAA85371.1,Z36901.1,+,1114,1383,,,,,,,stxB1c,2026-03-24.1,__,WP_000722253.1,Virulence,Stxb1c,existing,,,,
,stxB1,,Shiga toxin Stx1d subunit B,plus,VIRULENCE,VIRULENCE,STX1,stxB1d,WP_000756806.1,,No,AAO19476.1,AY170851.1,+,968,1237,,,,,,,stxB1d,2026-03-24.1,__,WP_000756806.1,Virulence,Stxb1d,existing,,,,
,stxB1,,Shiga toxin Stx1e subunit B,plus,VIRULENCE,VIRULENCE,STX1,stxB1e,WP_095907600.1,,No,AHJ80154.1,KF926684.1,+,1817,2086,,,,,,,stxB1e,2026-03-24.1,__,WP_095907600.1,Virulence,Stxb1e,existing,,,,
,stxB2,,Shiga toxin Stx2 subunit B,plus,VIRULENCE,VIRULENCE,STX2,stxB2,WP_033813150.1,,No,CAP17610.1,AM904726.1,+,1058,1327,,,,,,,stxB2,2026-03-24.1,__,WP_033813150.1,Virulence,Stxb2,existing,,,,
,stxB2,,Shiga toxin Stx2 subunit B,plus,VIRULENCE,VIRULENCE,STX2,stxB2,WP_033813150.1,,No,CAP17610.1,AM904726.1,+,1058,1327,,,,,,,stxB2,2026-03-24.1,__,WP_033813150.1,Virulence,Stxb2,existing,,,,
,stxB2,,Shiga toxin Stx2 subunit B,plus,VIRULENCE,VIRULENCE,STX2,stxB2,WP_033813150.1,,No,CAP17610.1,AM904726.1,+,1058,1327,,,,,,,stxB2,2026-03-24.1,__,WP_033813150.1,Virulence,Stxb2,existing,,,,
,stxB2,,Shiga toxin Stx2 subunit B,plus,VIRULENCE,VIRULENCE,STX2,stxB2,WP_033813150.1,,No,CAP17610.1,AM904726.1,+,1058,1327,,,,,,,stxB2,2026-03-24.1,__,WP_033813150.1,Virulence,Stxb2,existing,,,,
,stxB2,,Shiga toxin Stx2 subunit B,plus,VIRULENCE,VIRULENCE,STX2,stxB2,WP_263305258.1,,No,AAT66011.1,AY633472.1,+,972,1241,,,,,,,stxB2,2026-03-24.1,__,WP_263305258.1,Virulence,Stxb2,existing,,,,
,stxB2,,Shiga toxin Stx2 subunit B,plus,VIRULENCE,VIRULENCE,STX2,stxB2,WP_000738076.1,,No,AAY63865.1,DQ059012.1,+,972,1241,,,,,,,stxB2,2026-03-24.1,__,WP_000738076.1,Virulence,Stxb2,existing,,,,
,stxB2,,Shiga toxin Stx2 subunit B,plus,VIRULENCE,VIRULENCE,STX2,stxB2,WP_000738076.1,,No,AAY63865.1,DQ059012.1,+,972,1241,,,,,,,stxB2,2026-03-24.1,__,WP_000738076.1,Virulence,Stxb2,existing,,,,
,stxB2,,Shiga toxin Stx2 subunit B,plus,VIRULENCE,VIRULENCE,STX2,stxB2,WP_000738076.1,,No,AAY63865.1,DQ059012.1,+,972,1241,,,,,,,stxB2,2026-03-24.1,__,WP_000738076.1,Virulence,Stxb2,existing,,,,
,stxB2,,Shiga toxin Stx2 subunit B,plus,VIRULENCE,VIRULENCE,STX2,stxB2,WP_000738076.1,,No,AAY63865.1,DQ059012.1,+,972,1241,,,,,,,stxB2,2026-03-24.1,__,WP_000738076.1,Virulence,Stxb2,existing,,,,
,stxB2,,Shiga toxin Stx2 subunit B,plus,VIRULENCE,VIRULENCE,STX2,stxB2,WP_263305292.1,,No,ABR09935.1,EF441604.1,+,972,1241,,,,,,,stxB2,2026-03-24.1,__,WP_263305292.1,Virulence,Stxb2,existing,,,,
,stxB2,,Shiga toxin Stx2 subunit B,plus,VIRULENCE,VIRULENCE,STX2,stxB2,WP_263305294.1,,No,ABR09937.1,EF441605.1,+,972,1241,,,,,,,stxB2,2026-03-24.1,__,WP_263305294.1,Virulence,Stxb2,existing,,,,
,stxB2,,Shiga toxin Stx2a subunit B,plus,VIRULENCE,VIRULENCE,STX2,stxB2a,,,No,AAM70046.1,AF461173.1,+,1300,1569,,,,,,,stxB2a,2026-03-24.1,__,AAM70046.1,Virulence,Stxb2a,existing,,,,
,stxB2,,Shiga toxin Stx2a subunit B,plus,VIRULENCE,VIRULENCE,STX2,stxB2a,WP_000738072.1,,No,AAM90978.1,AF524944.1,+,997,1266,,,,,,,stxB2a,2026-03-24.1,__,WP_000738072.1,Virulence,Stxb2a,existing,,,,
,stxB2,,Shiga toxin Stx2a subunit B,plus,VIRULENCE,VIRULENCE,STX2,stxB2a,WP_263305371.1,,No,CAB94149.1,AJ272135.1,+,972,1241,,,,,,,stxB2a,2026-03-24.1,__,WP_263305371.1,Virulence,Stxb2a,existing,,,,
,stxB2,,Shiga toxin Stx2a subunit B,plus,VIRULENCE,VIRULENCE,STX2,stxB2a,WP_000738068.1,,No,AAS07607.1,AY443057.1,+,972,1241,,,,,,,stxB2a,2026-03-24.1,__,WP_000738068.1,Virulence,Stxb2a,existing,,,,
,stxB2,,Shiga toxin Stx2a subunit B,plus,VIRULENCE,VIRULENCE,STX2,stxB2a,WP_263305291.1,,No,ABR09925.1,EF441599.1,+,972,1241,,,,,,,stxB2a,2026-03-24.1,__,WP_263305291.1,Virulence,Stxb2a,existing,,,,
,stxB2,,Shiga toxin Stx2a subunit B,plus,VIRULENCE,VIRULENCE,STX2,stxB2a,WP_263305295.1,,No,ABR09945.1,EF441609.1,+,972,1241,,,,,,,stxB2a,2026-03-24.1,__,WP_263305295.1,Virulence,Stxb2a,existing,,,,
,stxB2,,Shiga toxin Stx2a subunit B,plus,VIRULENCE,VIRULENCE,STX2,stxB2a,WP_087674133.1,,No,ABR09961.1,EF441618.1,+,972,1241,,,,,,,stxB2a,2026-03-24.1,__,WP_087674133.1,Virulence,Stxb2a,existing,,,,
,stxB2,,Shiga toxin Stx2a subunit B,plus,VIRULENCE,VIRULENCE,STX2,stxB2a,WP_263305296.1,,No,ABR09963.1,EF441619.1,+,972,1241,,,,,,,stxB2a,2026-03-24.1,__,WP_263305296.1,Virulence,Stxb2a,existing,,,,
,stxB2,,Shiga toxin Stx2a subunit B,plus,VIRULENCE,VIRULENCE,STX2,stxB2a,WP_263305396.1,,No,CAX45739.1,FM998856.1,+,972,1241,,,,,,,stxB2a,2026-03-24.1,__,WP_263305396.1,Virulence,Stxb2a,existing,,,,
,stxB2,,Shiga toxin Stx2b subunit B,plus,VIRULENCE,VIRULENCE,STX2,stxB2b,WP_263305335.1,,No,BAB83005.1,AB048228.1,+,973,1242,,,,,,,stxB2b,2026-03-24.1,__,WP_263305335.1,Virulence,Stxb2b,existing,,,,
,stxB2,,Shiga toxin Stx2b subunit B,plus,VIRULENCE,VIRULENCE,STX2,stxB2b,WP_263305336.1,,No,BAB83007.1,AB048229.1,+,973,1242,,,,,,,stxB2b,2026-03-24.1,__,WP_263305336.1,Virulence,Stxb2b,existing,,,,
,stxB2,,Shiga toxin Stx2b subunit B,plus,VIRULENCE,VIRULENCE,STX2,stxB2b,WP_263305298.1,,No,ABR10025.1,EF441616.1,+,973,1242,,,,,,,stxB2b,2026-03-24.1,__,WP_263305298.1,Virulence,Stxb2b,existing,,,,
,stxB2,,Shiga toxin Stx2b subunit B,plus,VIRULENCE,VIRULENCE,STX2,stxB2b,WP_000719322.1,,No,AAA16361.1,L11078.1,+,1149,1412,,,,,,,stxB2b,2026-03-24.1,__,WP_000719322.1,Virulence,Stxb2b,existing,,,,
